price,name,yearOfRegistration,monthOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,vehicleType
19900,Volkswagen_Golf_Cabrio_GTI,2013,4,manuell,211,golf,60000,benzin,volkswagen,cabrio
24999,Volkswagen_Golf_GTD_BlueMotion_Technology_DSG,2014,2,automatik,184,golf,50000,diesel,volkswagen,limousine
25500,BMW_M135i_Volleder_schwarz,2013,1,manuell,320,m_reihe,50000,benzin,bmw,limousine
15000,Volkswagen_Golf_1.2_TSI_BlueMotion_Technology,2014,4,manuell,86,golf,30000,benzin,volkswagen,limousine
13500,BMW_120d_Coupe,2008,9,manuell,177,1er,125000,diesel,bmw,coupe
9990,Fiat_500_C_1.2_Lounge,2013,8,manuell,69,500,30000,benzin,fiat,cabrio
4000,Opel_Vectra_1.9_CDTI_Caravan_Sport,2005,11,manuell,150,vectra,150000,diesel,opel,kombi
12250,Mazda_MX_5_2.0_MZR_Emotion,2008,2,manuell,160,mx_reihe,60000,benzin,mazda,cabrio
19500,Opel_Insignia_2.0_CDTI_Sports_Tourer_Aut._Innovation,2013,8,automatik,163,insignia,70000,diesel,opel,kombi
22500,Mercedes_Benz_GL_500_4Matic_7G_TRONIC,2008,8,automatik,387,gl,150000,benzin,mercedes_benz,suv
17599,Mercedes_Benz_C_180_CGI_Automatik_BlueEFFICIENCY_Elegance,2010,11,automatik,156,c_klasse,60000,benzin,mercedes_benz,limousine
1600,Polo_6n2_Trendline,2000,1,manuell,44,polo,150000,benzin,volkswagen,kleinwagen
1249,Renault_Twingo_2HD_Servolenkung_58PS_VIELE_NEUTEILE,2001,11,manuell,58,twingo,150000,benzin,renault,kleinwagen
8500,Mercedes_Benz_C_220_T_CDI_Automatik_Avantgarde_DPF,2004,5,automatik,150,c_klasse,150000,diesel,mercedes_benz,kombi
12399,BMW_330_Ci,2002,4,automatik,300,3er,150000,benzin,bmw,coupe
2250,Top_gepflegter_Ford_Focus_Turnier_ghia_1.8tdci,2001,9,manuell,116,focus,150000,diesel,ford,kombi
380,Golf_3_Joker_schwarz_Sportsitze_TOP_Bj_1996,2000,10,manuell,60,golf,150000,benzin,volkswagen,
13990,Volkswagen_Golf_1.4_TSI_Highline__Navi__Schiebedach__8fach,2010,4,manuell,160,golf,50000,benzin,volkswagen,limousine
599,Golf_3_Family_Silber_1_8l_90_PS_faehrt_super!,1997,10,manuell,90,golf,150000,benzin,volkswagen,limousine
11990,Opel_Astra_2.0_CDTI_DPF_Sports_Tourer_Aut._Edition,2012,9,automatik,165,astra,70000,diesel,opel,kombi
1150,Ford_Fiesta_1.3,2002,12,manuell,60,fiesta,150000,benzin,ford,kleinwagen
1440,VW_Lupo_Oxford_Bj._2002__50PS__82tkm,2002,3,manuell,50,lupo,90000,benzin,volkswagen,kleinwagen
3900,Nissan_Note_1.6_tekna,2006,11,manuell,110,note,150000,benzin,nissan,bus
1900,Audi_A3_1.6_mit_Bluetooth_Radio_und_Freisprecheinrichtung,2017,7,manuell,100,a3,150000,benzin,audi,
7600,Ford_S_Max_2.0_TDCi_DPF_Titanium,2007,2,manuell,131,s_max,150000,diesel,ford,bus
3800,VW_T4____2_5_TDI_____9_Sitzer_NUR_HEUTE_3600,1996,10,manuell,102,transporter,150000,diesel,volkswagen,bus
0,Audi_A3_sportback,2005,0,automatik,0,a3,150000,benzin,audi,limousine
1250,Polo_6N2__1_4_l_MPI,2000,10,manuell,60,polo,150000,benzin,volkswagen,kleinwagen
14000,Volkswagen_Volkswagen_T5___hoch_und_lang___Top_Ausbau_Basis,2007,2,manuell,131,transporter,150000,diesel,volkswagen,bus
33750,Mercedes_Benz_Viano_3.0_CDI_lang_Automatik_Trend_Edition,2013,3,automatik,224,viano,50000,diesel,mercedes_benz,bus
21500,MINI_Cooper_S_Cabrio,2013,8,manuell,184,cooper,50000,benzin,mini,cabrio
34000,Porsche_Panamera_Turbo_PDK,2011,4,automatik,540,andere,100000,benzin,porsche,limousine
13999,Peugeot_3008_HDi_FAP_150_Platinum,2009,6,manuell,150,3_reihe,100000,diesel,peugeot,bus
0,740i_Tausche_gegen_Diesel!,1999,6,automatik,286,7er,150000,lpg,bmw,limousine
7990,Volkswagen_T5_Caravelle_Shutlle_2.5_TDI_131_PS_8_Sitzer_AHK,2003,12,manuell,131,transporter,150000,diesel,volkswagen,bus
5600,MERCEDES_E240_AUTOMATIK_ELEGANCE_ORIGINAL_125000_KM_TOP_ZUSTAND,2003,4,automatik,177,e_klasse,150000,benzin,mercedes_benz,limousine
1300,Audi_A6_6_Gang_Automatik_AHK_TÜV_07/17_auch_Tausch_Diesel,2001,5,automatik,193,,150000,benzin,audi,kombi
1000,Peugeot_206_75,2001,9,manuell,75,2_reihe,150000,benzin,peugeot,kleinwagen
850,Mitsubishi_Space_Star_1.8_GDI,2000,9,manuell,122,andere,150000,benzin,mitsubishi,bus
1199,Ford_Fiesta__top_fuer_Anfaenger_oder_Familie_,2000,0,manuell,60,fiesta,125000,benzin,ford,kleinwagen
400,Opel_Astra_fcc_mit_tuev,2017,2,manuell,60,astra,150000,,opel,
1950,kleiner_polo_kombi_1_4_mit_neuem_tuev,2000,10,manuell,75,polo,125000,benzin,volkswagen,kombi
8500,BMW_Z3_roadster_1.9,1998,3,manuell,140,z_reihe,70000,benzin,bmw,cabrio
5800,Mercedes_Benz_A_180,2006,12,automatik,116,a_klasse,150000,diesel,mercedes_benz,kleinwagen
24900,Volkswagen_Golf_GTI_BlueMotion_Technology_DSG,2013,8,automatik,220,golf,30000,benzin,volkswagen,limousine
0,Passat_1.9_tdi,1999,0,manuell,116,passat,150000,diesel,volkswagen,kombi
850,Citroën_C2_1.4_VTR,2004,8,manuell,73,c2,100000,benzin,citroen,kleinwagen
2300,BMW_323,1999,12,manuell,170,3er,150000,benzin,bmw,limousine
1250,MAZDA_323F__Bj._1999___TÜV__05.1017,1999,12,manuell,88,3_reihe,150000,benzin,mazda,limousine
10200,Volkswagen_Phaeton_3.0_V6_TDI_DPF_4MOTION_Automatik__5_Sitz,2005,12,automatik,224,phaeton,150000,diesel,volkswagen,limousine
1350,Mercedes_Benz_A_170_CDI_Classic_TÜV_3/2018,1999,1,manuell,90,a_klasse,150000,diesel,mercedes_benz,limousine
1500,Skoda_Fabia_1_4,2000,10,manuell,68,fabia,150000,benzin,skoda,kleinwagen
3000,Schoenen_Auto_zu_verkaufen,2004,12,automatik,0,c5,150000,diesel,citroen,kombi
1650,T4__DOKA_sehr_gute_Pritsche,2017,12,manuell,0,andere,150000,diesel,volkswagen,
1549,MERCEDES_BENZ__E320_VOLLAUSLASTUNG,2001,8,automatik,197,e_klasse,150000,diesel,mercedes_benz,kombi
22684,Mercedes_Benz_GLK_220_CDI_DPF_4Matic_BlueEFFICIENCY_7G_TRONIC,2011,8,automatik,170,glk,70000,diesel,mercedes_benz,suv
4400,Mercedes_C200_CDI_Kombi_Schwarz__Diesel__Facelift.,2006,6,manuell,116,c_klasse,150000,diesel,mercedes_benz,kombi
13290,Audi_A3_2.0_TDI_Sportback_DPF_Ambition___Navi___AHK,2010,11,manuell,140,a3,150000,diesel,audi,kombi
4500,Citroën_Jumpy_Behindertengerecht,2003,2,manuell,109,andere,150000,diesel,citroen,bus
3800,MERCEDES_ML_320_TÜV_6/2017_TECHNISCH_IN_ORDNUNG,2017,6,automatik,218,,150000,,mercedes_benz,
3400,Ford_Focus_Turnier_1.6_Ti_VCT_Ghia,2005,5,manuell,116,focus,150000,benzin,ford,kombi
1000,Volkswagen_Golf_1.6,1997,5,manuell,75,golf,150000,benzin,volkswagen,limousine
14800,Mercedes_Benz_C_180_Kompressor_BlueEFFICIENCY,2010,4,manuell,156,c_klasse,30000,benzin,mercedes_benz,limousine
8800,VW_Caddy_1_4_Liter_2_Schiebetueren_AHK_und_erst_knapp_53_TKM,2010,10,manuell,86,caddy,60000,benzin,volkswagen,bus
12500,Mercedes_Benz_S_350,2006,3,automatik,245,s_klasse,150000,benzin,mercedes_benz,limousine
7950,Mazda_MX_5_2.0_MZR_3rd_Generation,2006,9,manuell,160,mx_reihe,125000,benzin,mazda,cabrio
2250,Opel__Zafira__A__1_8_16V__Van,2004,3,manuell,125,zafira,150000,benzin,opel,bus
10500,BMW_520d_Touring_Aut._TOP_ZUSTAND_FACELIFT_FESTPREIS,2007,10,automatik,177,5er,150000,diesel,bmw,kombi
2850,Opel_Corsa_1.2_16V__FACELIFT_MODELL..._KLIMAAUTOMATIK,2006,5,manuell,80,corsa,100000,benzin,opel,kleinwagen
1750,Mazda_626_in_Siber_aus_1.Hand,2017,8,manuell,115,6_reihe,150000,benzin,mazda,
1100,Honda_Accord_1.8i_LS,2002,6,manuell,185,accord,150000,benzin,honda,limousine
6000,Honda_Accord_2.2_cdti,2007,1,manuell,140,accord,150000,diesel,honda,limousine
4350,smart_Fortwo_Passion_Klima_Sitzheizung_Bj2006_Top_gepflegt,2006,5,automatik,61,fortwo,60000,benzin,smart,kleinwagen
600,OPEL__Vectra_KOMBI..._TÜV___KLIMA_Automatic,1999,12,manuell,0,vectra,150000,benzin,opel,kombi
150,Ein_Auto_fuer_Bastler,2000,0,,0,polo,150000,,volkswagen,
6950,Mini_cooper_one,2008,11,manuell,98,one,80000,benzin,mini,coupe
4270,Volkswagen_Polo_1.2_Comfortline,2007,3,manuell,64,polo,100000,benzin,volkswagen,kleinwagen
1400,VW_Golf_4_,1998,3,manuell,75,golf,150000,benzin,volkswagen,kleinwagen
23333,BMW_E70_X5_3.0D_Panoramadach,2009,2,automatik,17322,x_reihe,125000,diesel,bmw,suv
4550,Suzuki_Swift_Comfort,2009,4,manuell,92,swift,125000,benzin,suzuki,kleinwagen
4500,Suzuki_Swift_Comfort+_Navi_Klima_Keyless_go_LPG,2005,3,manuell,92,swift,150000,lpg,suzuki,kleinwagen
16300,Audi_A4_Avant_1.8_TFSI_multitronic_Ambition,2008,7,automatik,160,a4,90000,benzin,audi,kombi
1350,Opel_Corsa_16V_Edition_100_Klima_Servo_8_fach_bereift,2000,1,manuell,65,corsa,100000,benzin,opel,kleinwagen
100,Altfahrzeug_Ankauf_Zahlen_bis_zu_100€,1980,0,,0,,150000,,opel,
0,Chevrolet_Matiz,2009,0,manuell,52,matiz,40000,benzin,chevrolet,kleinwagen
2800,Mercedes_Benz_E_220_CDI_Avantgarde,1999,6,automatik,143,e_klasse,150000,diesel,mercedes_benz,limousine
4470,BMW_525_D_Touring_Navi_8xAlu_Xenon_Tempomat,2004,11,manuell,177,5er,150000,diesel,bmw,kombi
6650,Mercedes_Benz_V_220_CDI_Trend,2000,8,automatik,122,v_klasse,125000,diesel,mercedes_benz,bus
1200,VW_Sharan_2.8_VR6_Highline,1995,9,manuell,174,sharan,150000,benzin,volkswagen,bus
23750,Mercedes_CLA_Urban___Xenon__Leder__AMG__Kamera__....,2013,8,manuell,122,a_klasse,30000,benzin,mercedes_benz,coupe
1499,Gepflegtes_Audi_Kombi,1996,0,automatik,0,a4,150000,,audi,kombi
5990,Opel_Astra_GTC_2.0_Turbo_Sport,2005,9,manuell,170,astra,150000,benzin,opel,limousine
3390,Volkswagen_Fox_1.4__Klima__Sitzheizung,2009,2,manuell,75,fox,125000,benzin,volkswagen,kleinwagen
3990,Seat_Ibiza_1.4_16V,2007,3,manuell,86,ibiza,100000,benzin,seat,kleinwagen
1900,BMW_316_i_Farbe_Rot,2018,11,manuell,0,3er,150000,benzin,bmw,
550,BMW_e36__Limousine__316i__3_er_BMW_,1994,4,manuell,102,3er,150000,benzin,bmw,limousine
2450,Golf_3_90_ps_tuning,2017,3,manuell,90,golf,150000,benzin,volkswagen,
5900,Peugeot_407cw_JBL_Panoramadach__Sitzheizung__Tempomat__Rueckfahrw.,2008,6,manuell,136,4_reihe,150000,diesel,peugeot,kombi
8800,Abarth_Grande_Punto,2008,8,manuell,155,,80000,benzin,sonstige_autos,coupe
15000,Suche_Ford_F_100_Baujahr_1953_1956,1953,5,,0,,100000,benzin,ford,andere
4999,Audi__Allroad__Quattro__2.5__TDI__Allrad__AHK,2001,8,automatik,179,a6,150000,diesel,audi,kombi
31999,Audi_A4_Avant_S_line_Sport_Edition_Plus_1.8_TFSI,2015,8,manuell,170,a4,20000,benzin,audi,kombi
3150,Citroën_C5_HDi_135__Exclusive._Leder__Xenon__Navi__DVD,2005,5,automatik,133,c5,150000,diesel,citroen,limousine
4200,BMW_318i,2002,3,manuell,143,3er,150000,benzin,bmw,limousine
1999,Volkswagen_Golf_1.4_Pacific,2003,6,manuell,75,golf,150000,benzin,volkswagen,limousine
2300,320_d_M_Paket,2003,11,,0,3er,150000,diesel,bmw,limousine
18990,Volkswagen_Golf_2.0_TDI_DPF_DSG_GTD,2012,6,automatik,170,golf,100000,diesel,volkswagen,limousine
17000,Mercedes_Benz_SL_320,1995,10,automatik,231,sl,150000,benzin,mercedes_benz,cabrio
2600,Audi_TT__221000_km__kein_TÜV__seitlich_kleiner_Schaden__Rost,1999,2,manuell,180,tt,150000,benzin,audi,coupe
280,Aluett_R.O.D._4×Komplekttraeder_225_/_45_/_17,2011,11,,0,,5000,,sonstige_autos,
6000,Skoda_Fabia_TDI_1.9,2007,5,manuell,104,fabia,150000,diesel,skoda,kombi
2150,Opel_Astra_1_6_/_75_Ps,2000,5,manuell,75,astra,150000,benzin,opel,limousine
9500,Audi_A4_b7_avant_2.0_TDI,2007,6,manuell,170,a4,150000,diesel,audi,kombi
2990,Renault_Megane_II_Coupé_Cabrio__DIESEL__Gruene_Plakette,2005,7,manuell,131,megane,150000,diesel,renault,cabrio
850,Ford_Galaxy,1996,6,manuell,116,galaxy,150000,benzin,ford,bus
11000,X5_3.0sd_Sport_Paket_PANO_BI_XENON_Standheiz_Navi,2008,12,automatik,286,x_reihe,100000,diesel,bmw,suv
10999,Volkswagen_Passat_2.0_TDI_DPF_Comfortline,2009,10,manuell,110,passat,90000,diesel,volkswagen,limousine
10890,BMW_X3_3.0i,2005,3,manuell,231,x_reihe,125000,benzin,bmw,suv
2950,Smart_cdi/top/gruene_plakette,2017,0,automatik,0,,150000,,smart,
2950,Hyundai_Santa_Fe_2.0_CRDi_2WD_GLS,2003,4,manuell,113,santa,150000,diesel,hyundai,suv
3500,Fiat_Grande_Punto,2009,0,manuell,77,punto,100000,lpg,fiat,
3500,Mercedes_Benz_C_200_CDI__KLIMA_TUV.,2003,5,automatik,116,c_klasse,150000,diesel,mercedes_benz,limousine
850,Vw_lupo_1.0_tuv_10_2016,1998,3,manuell,0,lupo,150000,benzin,volkswagen,kleinwagen
650,Audi_80_!_2.0_Liter,2016,7,,116,80,150000,benzin,audi,
5900,Honda_Honda_Civic_1.4i_DSi_Comfort_mit_Honda_Rechnung,2006,7,manuell,83,civic,125000,benzin,honda,limousine
5500,Opel_Astra_Twin_Top_1.6,2006,11,manuell,105,astra,125000,benzin,opel,cabrio
1,Schlachte_Golf_3_1.6_l_75_PS_mit_Servo_5_tuerer,1995,0,manuell,75,golf,150000,,volkswagen,
4100,Audi_A3_Tuev_Neu,1998,11,manuell,193,a3,150000,benzin,audi,limousine
12990,Volkswagen_T5_2.0_TDi_Kasten_2.Hand_Klima_Standheizung_AHZV_MwSt.,2011,3,manuell,102,transporter,125000,diesel,volkswagen,bus
2799,Audi_A8_4.2_quattro__Vollausstattung,1998,12,automatik,299,a8,150000,benzin,audi,limousine
750,Renault_Megane_Scenic,2016,12,manuell,90,scenic,150000,benzin,renault,
1150,Nissan_Micra_Finesse_Klima_Tuev_04/17_Guter_Zustand...,2001,5,manuell,54,micra,150000,benzin,nissan,kleinwagen
0,Trabant__Wartburg_353_oder_Barkas_B1000,1990,0,,0,,150000,,sonstige_autos,
11500,BMW_320_Cd,2005,6,manuell,150,3er,90000,diesel,bmw,cabrio
2222,Alfa_Romeo_147_1.6_Twin_Spark_ECO_Distinctive,2005,4,manuell,105,147,150000,benzin,alfa_romeo,limousine
4150,Audi_A2_1.4,2001,1,manuell,75,a2,150000,benzin,audi,kleinwagen
10990,Mercedes_Benz_CLS_350_7G_TRONIC,2004,10,automatik,272,andere,150000,benzin,mercedes_benz,limousine
1350,Vw_lt_55_zugekaufen,1992,0,,80,,20000,,volkswagen,bus
0,Auto_gesucht,2000,0,,0,,150000,,volkswagen,
16500,MINI_Cooper_Cabrio_Pepper_PDC_Shz_Klimaaut.,2013,3,manuell,122,cooper,30000,benzin,mini,cabrio
3450,Sher_gute_vw_sharan,2016,5,manuell,116,sharan,5000,diesel,volkswagen,
1200,Peugeot_206_60_Filou,2002,2,manuell,60,2_reihe,150000,benzin,peugeot,limousine
3350,Verkaufe_sharan_184000_km_mit_schekeft,2017,11,manuell,116,sharan,150000,diesel,volkswagen,
250,Ford_Ka_gebraucht,1997,2,manuell,60,ka,150000,benzin,ford,kleinwagen
500,Volkswagen_Golf_Cabrio_1.6___E_Verdeck_E_Fenster_ZV_SHZ,1997,4,manuell,101,golf,150000,benzin,volkswagen,cabrio
1500,Kia_Carnival_CRDi_LX,2004,12,manuell,144,carnival,150000,diesel,kia,bus
12000,Mercedes_Benz_320,2006,11,automatik,224,andere,150000,diesel,mercedes_benz,cabrio
650,Seat_Arosa_1.0_MPI,2000,8,manuell,50,arosa,150000,benzin,seat,kleinwagen
9990,BMW_118d_KLIMA__Alu__TÜV_08_17__gruene_Plakette,2010,4,manuell,143,1er,125000,diesel,bmw,limousine
950,Golf_2_TÜV_neu_151tkm_original_G_Kat_VW_II,2018,6,manuell,55,golf,150000,benzin,volkswagen,
980,Ford_KA_*Neuer_TÜV_heute_26.03.16_gemacht*,2002,3,manuell,60,ka,70000,benzin,ford,kleinwagen
0,Nissan_Micro_verkaufe_Ab_1april,1998,0,manuell,0,micra,5000,benzin,nissan,kleinwagen
23700,BMW_125i_Cabrio_mit_M_Sportpaket+Leder+Navi,2009,7,manuell,218,1er,50000,benzin,bmw,cabrio
2999,Ford_cougar_2.5_v6_24v_evtl._Tausch,2016,12,manuell,0,andere,150000,,ford,
2900,Verkaufe_Sportcoupe_Mercedes,2002,2,manuell,129,c_klasse,150000,benzin,mercedes_benz,coupe
3350,Mercedes_Benz_V_220_CDI_Trend,2000,1,automatik,122,v_klasse,150000,diesel,mercedes_benz,bus
2999,BMW_318i,1998,9,manuell,116,3er,150000,benzin,bmw,limousine
2099,BMW_318i_E46_Sportpaket_/_Cosmosschwarz_/_Unfallfrei,1999,10,manuell,118,3er,150000,benzin,bmw,limousine
1000,Volvo_460_L,1990,0,automatik,101,andere,125000,benzin,volvo,limousine
4950,Schoener_Mazda_MX_5_Impuls,2005,5,manuell,110,mx_reihe,125000,benzin,mazda,cabrio
1500,Fiat_Uno_sx,1986,12,manuell,75,andere,90000,benzin,fiat,kleinwagen
5800,Opel_Corsa__BJ_09/2011__27.000_KM_Top_zustand,2011,9,manuell,69,corsa,30000,benzin,opel,kleinwagen
1399,Bmw_316_i___Mit_frischem_tuev_2018_nur_heute,1997,0,manuell,102,3er,150000,benzin,bmw,limousine
2299,Gepflegter_Smart_mit_TÜV,2005,12,manuell,41,fortwo,150000,diesel,smart,kleinwagen
8390,VW_UP!_High_UP_sehr_gepflegt,2012,3,manuell,60,up,50000,benzin,volkswagen,kleinwagen
1500,Peugot_Tuev2017_Servo_Klima,2017,8,manuell,75,,150000,benzin,peugeot,
2300,VW_T4_Transporter_lang_TÜV_7/2016,2003,5,manuell,104,transporter,150000,diesel,volkswagen,bus
2800,Mini_Cooper_R50__LPG__!!!,2002,3,manuell,85,cooper,150000,benzin,mini,kleinwagen
2750,Mitsubishi_Colt_wenig_Kilometer_scheckheftgepflegt!,2007,11,manuell,75,colt,60000,benzin,mitsubishi,kleinwagen
11400,citroen_2CV_6_Club_Ente,1988,5,manuell,29,,70000,benzin,ford,limousine
9500,VW_Touareg_7l_3.0_TDI_V6_KingKong,2006,8,automatik,225,touareg,150000,diesel,volkswagen,suv
4400,VW_Transporter_T5__Langer_Kasten,2004,12,manuell,105,transporter,150000,diesel,volkswagen,bus
7000,C_220_CDI_NAVI_BIXENON_TOP_ZUSTAND,2010,8,automatik,170,c_klasse,100000,diesel,mercedes_benz,limousine
3200,Mercedes_Benz_A_160_L_Elegance,2002,11,automatik,102,a_klasse,125000,benzin,mercedes_benz,limousine
1600,Mercedes_Benz_E_240_T_Avantgarde_LPG_/_Autogas,2000,7,automatik,170,e_klasse,150000,lpg,mercedes_benz,kombi
2500,Landrover_Discovery_S._II_TD5_Automatik__fahrbereit__TÜV__Bastler,1999,9,automatik,139,discovery,150000,diesel,land_rover,suv
1150,Golf_3_TDI,2017,6,manuell,90,golf,150000,diesel,volkswagen,
6500,Seat_Ibiza_SC_1.2_12V_Reference,2009,2,manuell,69,ibiza,90000,benzin,seat,kleinwagen
380,Alfa_Romeo_147_Twin_Spark,2002,9,manuell,105,147,150000,benzin,alfa_romeo,kleinwagen
3300,Daihatsu_Sirion_1.3_M3_91PS_TÜV_07/16_8_fach_Bereift,2008,10,manuell,91,sirion,100000,benzin,daihatsu,kleinwagen
17000,Volvo_XC90_D3_Geartronic_Momentum,2011,11,automatik,163,xc_reihe,150000,diesel,volvo,suv
3300,opel_zafira__automatik,2001,6,automatik,125,zafira,150000,,opel,bus
370,Opel_Corsa_B,1999,8,manuell,65,corsa,150000,diesel,opel,limousine
15900,Volkswagen_Golf_2.0_TDI_DPF_GTD,2011,10,automatik,170,golf,125000,diesel,volkswagen,limousine
9980,Citroën_DS3_VTi_120_SoChic,2010,2,manuell,120,andere,60000,benzin,citroen,kleinwagen
20000,Mercedes_Benz_E_300_T_CDI_DPF_BlueEFFICIENCY_7G_TRONIC,2010,8,automatik,204,e_klasse,125000,diesel,mercedes_benz,kombi
7490,VW_up!_TOP_Zustand!_60_PS_14633_km,2017,1,manuell,60,up,20000,benzin,volkswagen,
15499,Volkswagen_Golf_1.2_TSI_BlueMotion,2015,2,manuell,86,golf,10000,benzin,volkswagen,limousine
8300,Opel_Astra_1_4_Selection_3_5Jahre_5_tuerig_87PS_+_4_Sommerreifen,2012,9,manuell,87,astra,60000,benzin,opel,limousine
4999,Gepflegter_Opel_Corsa_D_Opc_line,2009,7,manuell,80,corsa,125000,benzin,opel,kleinwagen
9100,Volkswagen_Golf_Plus_1.6_FSI_Automatik_Comfortline,2006,12,automatik,116,golf,50000,benzin,volkswagen,bus
4000,Toyota_Land_Cruiser_LJ_73,1991,8,manuell,90,andere,150000,diesel,toyota,suv
19500,BMW_120d_Coupe_M_Paket___Navi___LeMans_Blau,2009,1,manuell,177,1er,80000,diesel,bmw,coupe
4200,MINI_Mini_Cooper,2003,11,manuell,116,cooper,90000,benzin,mini,kleinwagen
21950,Audi_Q7_4.2_TDI_qu._tiptr__S_line__Panorama__7_Sitze,2008,10,automatik,326,q7,150000,diesel,audi,limousine
8900,Audi_A6_3.0_TDI_tiptronic_DPF_quattro,2005,5,automatik,224,a6,150000,diesel,audi,limousine
8399,BMW_330_Ci,2003,9,manuell,231,3er,150000,benzin,bmw,cabrio
9990,Honda_CR_Z_1.5_i_VTEC_mit_Tempomat_Rueckfahrkamera,2010,6,manuell,114,cr_reihe,70000,hybrid,honda,coupe
1450,BMW_320i_E36_Touring_Tuev_02/2017_Leder_Klima_usw,1997,6,automatik,150,3er,150000,benzin,bmw,kombi
5250,BMW_328i_Exclusiv_Edition_elektrisches_Verdeck,1998,2,manuell,193,3er,150000,benzin,bmw,cabrio
15000,Ford_Focus_1.5_TDCi_DPF_Start_Stopp_System,2015,12,manuell,95,focus,10000,diesel,ford,limousine
15000,Audi_100ls_a_c1_airride_17zoll_Oldtimer_Klassiker,1980,0,automatik,101,100,40000,benzin,audi,
2000,Volkswagen_Golf_1.6SR,1998,4,manuell,101,golf,150000,benzin,volkswagen,kleinwagen
2250,Opel_Agila_1.0_12_V_Edition,2007,4,manuell,60,agila,150000,benzin,opel,kleinwagen
7950,Volkswagen_Caddy_1.6_TDI_EcoProfi,2013,4,manuell,102,caddy,125000,diesel,volkswagen,bus
1050,peugeot_306_mit_2_jahre_tuev,2000,8,manuell,90,3_reihe,150000,diesel,peugeot,kombi
1850,Toyota_Yaris_1.3,2002,11,manuell,86,yaris,150000,benzin,toyota,kleinwagen
0,Opel_Omega_a_Scheinwerfer_mit_Blinker,1995,0,,0,omega,5000,,opel,
1000,VW_Lupo_1.0_Top_Zustand,2000,5,manuell,0,lupo,150000,benzin,volkswagen,
550,BMW_316i,1996,6,manuell,102,3er,150000,benzin,bmw,limousine
31100,Volkswagen_Phaeton_3.0_V6_TDI_DPF_4MOTION_Automatik_4_SITZE,2010,11,automatik,239,phaeton,90000,diesel,volkswagen,limousine
1799,VW_Passat_Automatik,2004,4,automatik,0,passat,150000,diesel,volkswagen,kombi
2500,BMW_320d_touring,2001,5,manuell,136,3er,150000,diesel,bmw,kombi
6590,Volkswagen_GOLF_GTD_BEIGE_VOLLAUSTATTUNG_SONDERMODELL,2006,12,manuell,170,golf,150000,diesel,volkswagen,limousine
5490,Skoda_Octavia_1.9_TDI_Elegance_Gruene_Umwelt.,2004,4,manuell,105,octavia,150000,diesel,skoda,limousine
10400,BMW_320d_DPF_Touring,2008,7,manuell,177,3er,150000,diesel,bmw,kombi
750,Golf_drei_TÜV_bis_5/2017,2017,0,manuell,75,golf,150000,benzin,volkswagen,
1750,Fiat_Ducato_11_243.3L3.0_C1A,2004,3,manuell,110,ducato,150000,diesel,fiat,bus
8500,smart_cdi_coupe_softouch_passion_Kristallweiss,2013,7,automatik,54,fortwo,30000,diesel,smart,andere
33000,Bmw_E92_m3_dkg,2009,10,automatik,420,m_reihe,125000,benzin,bmw,coupe
5100,Opel_Astra_Kombi,2008,4,manuell,0,astra,150000,diesel,opel,kombi
2890,Smart_smart_fortwo_coupe_pure,2005,11,automatik,61,fortwo,125000,benzin,smart,kleinwagen
1100,Renault_R_19_tuev_03.2017_1_8_88_PS_80000_km,2017,3,manuell,88,r19,80000,benzin,renault,
12900,Polo_GTI_DSG,2011,8,automatik,0,polo,60000,,volkswagen,kleinwagen
990,Renault_Twingo_1.2,2001,5,manuell,58,twingo,150000,benzin,renault,kleinwagen
4900,Mercedes_CLK_200_Kompressor__AHK__Mopf.2005_Beschaedigt,2005,0,automatik,0,clk,150000,,mercedes_benz,coupe
13500,Audi_A3_Sportback_1.8_TFSI,2010,4,manuell,160,a3,100000,benzin,audi,kombi
8751,VW_EOS_guenstig,2006,6,manuell,150,eos,80000,benzin,volkswagen,cabrio
500,Ford_Fiesta_Style_Family,1999,5,manuell,60,fiesta,70000,benzin,ford,kleinwagen
3850,Audi_A4_Avant_1.9_TDI,2005,4,automatik,116,a4,150000,diesel,audi,kombi
4500,Ford_Transit_Tuev_2018_Diesel,2018,10,,0,transit,150000,diesel,ford,
4499,Volkswagen_Sharan_1.9_TDI_Highline,2003,5,manuell,116,sharan,150000,diesel,volkswagen,bus
899,Verkaufe_Honda_Civic_1.4_ils,1999,12,automatik,66,civic,150000,benzin,honda,kleinwagen
3590,Bmw_e46_320ci_Silber_metallic_guter_Zustand,2000,1,manuell,150,3er,150000,benzin,bmw,coupe
2490,Touran_2.0_TDI_Highline_VOLL_VOLL_140_PS,2004,6,manuell,140,touran,150000,diesel,volkswagen,kombi
1500,E36_Limousine_323,1996,4,manuell,170,3er,150000,benzin,bmw,limousine
10500,A5_3.0_TDI_DPF_quattro_S_tronic_NAVI_XEN_2xS_LINE,2011,9,automatik,239,a5,125000,diesel,audi,limousine
4300,Peugeot_307_SW_135_Premium,2004,8,manuell,136,3_reihe,125000,benzin,peugeot,kombi
200,Ford_Ka_BJ_06.2002,2002,6,manuell,60,ka,150000,benzin,ford,kleinwagen
6590,KIA_Picanto_zu_verkaufen!!!,2011,12,manuell,69,picanto,30000,,kia,kleinwagen
